Rank;Player name;Position;Age;Team;Games played;Minutes played per game;Field goals per game;Field goal attempts per game;3-point field goals per game;3-point field goal attempts per game;2-point field goals per game;2-point field goal attempts per game;Free throws per game;Free throw attempts per game;Total rebounds per game;Assists per game;Steals per game;Blocks per game;Turnovers per game;Personal fouls per game;Points per game
380;Paul Millsap;PF;36;PHI;9;11.8;1.4;3.3;0.2;0.9;1.2;2.4;0.6;0.8;2.8;0.6;0.6;0.2;0.9;2.1;3.7
381;Shake Milton;PG;25;PHI;55;21.4;3.1;7.3;0.8;2.4;2.4;4.9;1.1;1.3;2.6;2.5;0.5;0.3;0.8;1.8;8.2
382;Davion Mitchell;PG;23;SAC;75;27.7;4.7;11.2;1.3;4.3;3.3;7;0.7;1.1;2.2;4.2;0.7;0.3;1.5;1.9;11.5
383;Donovan Mitchell;SG;25;UTA;67;33.8;9.2;20.5;3.5;9.8;5.7;10.8;4;4.7;4.2;5.3;1.5;0.2;3;2.4;25.9
384;Evan Mobley;PF;20;CLE;69;33.8;6.1;12;0.3;1.3;5.8;10.7;2.4;3.7;8.3;2.5;0.8;1.7;1.9;2.1;15
385;Malik Monk;SG;23;LAL;76;28.1;5.1;10.9;2.3;5.8;2.9;5.1;1.2;1.5;3.4;2.9;0.8;0.4;1.6;1.8;13.8
386;Greg Monroe;C;31;TOT;14;13.9;2.3;4.1;0;0;2.3;4.1;0.9;1.6;4.6;1.6;0.6;0.7;0.9;1.7;5.4
386;Greg Monroe;C;31;MIN;4;20.3;3.3;5.5;0;0;3.3;5.5;0.8;1.8;6;4;1;1.5;1.8;2.3;7.3
386;Greg Monroe;C;31;WAS;2;9;2;4;0;0;2;4;0;0;5;0.5;0.5;0.5;1;1;4
386;Greg Monroe;C;31;MIL;5;14;2.2;4.4;0;0;2.2;4.4;1;1.8;4.2;0.4;0.6;0.4;0.6;1.4;5.4
386;Greg Monroe;C;31;UTA;3;8.7;1.3;1.7;0;0;1.3;1.7;1.3;2.3;3;1;0;0.3;0;2;4
387;Moses Moody;SG;19;GSW;52;11.7;1.5;3.5;0.8;2.1;0.8;1.4;0.5;0.7;1.5;0.4;0.1;0.2;0.3;0.8;4.4
388;Xavier Moon;SG;27;LAC;10;13.7;2.5;5.1;0.5;1.4;2;3.7;0.3;0.5;1.4;2.4;0.7;0.3;0.6;0.9;5.8
389;Matt Mooney;SG;24;NYK;1;2;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0
390;Ja Morant;PG;22;MEM;57;33.1;10.2;20.6;1.5;4.5;8.6;16.2;5.5;7.3;5.7;6.7;1.2;0.4;3.4;1.5;27.4
391;Juwan Morgan;PF;24;TOT;2;15.5;1;1.5;0.5;1;0.5;0.5;0;0;2;0.5;0;0;0;1.5;2.5
391;Juwan Morgan;PF;24;TOR;1;27;2;3;1;2;1;1;0;0;4;1;0;0;0;3;5
391;Juwan Morgan;PF;24;BOS;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392;Jaylen Morris;SG;26;SAS;3;5.3;0;2;0;0.7;0;1.3;0.7;1.3;0.7;0.7;0;0;0.3;0.7;0.7
393;Marcus Morris;PF;32;LAC;54;29;5.6;12.8;1.9;5.1;3.7;7.7;2.4;2.7;4.4;2.1;0.5;0.3;1.3;2.1;15.4
394;Markieff Morris;PF;32;MIA;17;17.5;3.2;6.7;0.8;2.3;2.4;4.4;0.5;0.5;2.6;1.4;0.4;0.1;1.2;1.9;7.6
395;Monte Morris;PG;26;DEN;75;29.9;5;10.3;1.7;4.2;3.3;6.1;1;1.1;3;4.4;0.7;0.2;1;1.2;12.6
396;Emmanuel Mudiay;PG;25;SAC;2;5.5;0;1;0;0;0;1;1.5;2;0;2;0.5;0;0.5;0.5;1.5
397;Mychal Mulder;PG;27;TOT;17;14.1;1.4;4.5;1;3.2;0.4;1.4;0.2;0.2;1.4;0.3;0.2;0.1;0.5;0.8;4.1
397;Mychal Mulder;PG;27;ORL;15;13;1.3;4.5;0.9;3.1;0.5;1.4;0.1;0.1;1.4;0.2;0.3;0.1;0.5;0.8;3.7
397;Mychal Mulder;PG;27;MIA;2;22;2;5;2;4;0;1;1;1;1.5;1;0;0.5;0;0.5;7
398;Ade Murkey;SG;24;SAC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;Trey Murphy III;SF;21;NOP;62;13.9;1.8;4.5;1.1;3;0.6;1.5;0.7;0.8;2.4;0.6;0.4;0.1;0.3;1;5.4
400;Dejounte Murray;PG;25;SAS;68;34.8;8.4;18.3;1.4;4.3;7;13.9;2.9;3.6;8.3;9.2;2;0.3;2.6;2;21.1
401;Mike Muscala;C;30;OKC;43;13.8;2.6;5.8;1.6;3.8;1;2;1.1;1.3;3;0.5;0.4;0.6;0.3;1.3;8
402;Svi Mykhailiuk;SF;24;TOR;56;12.8;1.6;4.2;0.7;2.4;0.9;1.8;0.6;0.7;1.6;0.8;0.5;0.1;0.6;1;4.6
403;Abdel Nader;SF;28;PHO;14;10.4;0.9;2.5;0.3;1;0.6;1.5;0.4;0.7;1.9;0.5;0.6;0.3;0.8;1.4;2.4
404;Larry Nance Jr.;PF;29;TOT;46;22.6;2.8;5.4;0.5;1.5;2.3;3.8;0.9;1.2;5.4;1.8;0.9;0.4;0.8;1.8;7
404;Larry Nance Jr.;PF;29;POR;37;23.2;2.8;5.4;0.5;1.7;2.2;3.7;0.9;1.3;5.6;2;1;0.4;0.7;1.8;6.9
404;Larry Nance Jr.;PF;29;NOP;9;20.2;3;5.4;0.4;0.9;2.6;4.6;0.9;0.9;4.3;0.9;0.6;0.8;1.1;1.9;7.3
405;RJ Nembhard Jr.;SG;22;CLE;14;4.5;0.4;1.3;0;0.1;0.4;1.1;0.2;0.3;0.5;0.9;0.1;0;0.2;0.1;1.1
406;Aaron Nesmith;SF;22;BOS;52;11;1.4;3.5;0.6;2.2;0.8;1.3;0.4;0.5;1.7;0.4;0.4;0.1;0.6;1.3;3.8
407;Raul Neto;PG;29;WAS;70;19.6;2.9;6.3;0.5;1.7;2.4;4.6;1.2;1.5;1.9;3.1;0.8;0;1.1;1.5;7.5
408;Malik Newman;PG;24;CLE;1;8;3;5;0;1;3;4;2;2;1;1;0;0;1;0;8
409;Georges Niang;PF;28;PHI;76;22.8;3.2;7.4;2.1;5.1;1.2;2.3;0.7;0.8;2.7;1.3;0.4;0.2;0.8;2.5;9.2
410;Daishen Nix;SG;19;HOU;24;10.9;1.1;2.8;0.3;1.1;0.8;1.7;0.7;1.3;1.4;1.7;0.6;0;1.1;0.9;3.2
411;Zeke Nnaji;PF;21;DEN;41;17;2.3;4.5;0.9;2;1.4;2.6;1;1.6;3.6;0.4;0.4;0.3;0.6;1.9;6.6
412;Nerlens Noel;C;27;NYK;25;22.5;1.3;2.4;0;0.1;1.3;2.3;0.8;1.2;5.6;0.9;1.2;1.2;0.8;2.7;3.4
413;Jaylen Nowell;SG;22;MIN;62;15.7;3.2;6.7;1;2.6;2.1;4.1;1.2;1.5;2;2.1;0.4;0.2;0.6;1.2;8.5
414;Frank Ntilikina;PG;23;DAL;58;11.8;1.5;3.8;0.7;1.9;0.9;1.9;0.4;0.4;1.4;1.2;0.5;0.1;0.5;1.1;4.1
415;Jusuf Nurki?;C;27;POR;56;28.2;5.7;10.7;0.3;1;5.5;9.7;3.3;4.8;11.1;2.8;1.1;0.6;2.6;3.4;15
416;David Nwaba;SF;29;HOU;46;13.2;1.8;3.8;0.3;1.1;1.5;2.8;1;1.5;3.3;0.8;0.6;0.4;0.5;1.2;5.1
417;Jordan Nwora;SF;23;MIL;62;19.1;3;7.5;1.3;3.7;1.7;3.8;0.6;0.7;3.6;1;0.4;0.3;0.9;1.3;7.9
418;Royce O'Neale;SF;28;UTA;77;31.2;2.6;5.8;1.5;4;1.1;1.8;0.6;0.7;4.8;2.5;1.1;0.4;1;2.4;7.4
419;Semi Ojeleye;PF;27;TOT;30;13.5;1;3.3;0.5;1.7;0.5;1.6;0.8;1;2.5;0.3;0.2;0.2;0.3;1;3.3
419;Semi Ojeleye;PF;27;MIL;20;15.4;0.9;3.5;0.6;2.1;0.4;1.5;0.5;0.7;2.9;0.3;0.3;0.3;0.3;1.3;2.9
419;Semi Ojeleye;PF;27;LAC;10;9.8;1.2;2.9;0.4;0.9;0.8;2;1.3;1.6;1.6;0.4;0.2;0.1;0.4;0.4;4.1
420;Chuma Okeke;PF;23;ORL;70;25;3.1;8.2;1.7;5.3;1.4;2.9;0.8;0.9;5;1.7;1.4;0.6;0.8;1.4;8.6
421;Josh Okogie;SG;23;MIN;49;10.5;0.9;2.1;0.3;1;0.6;1.2;0.7;1;1.4;0.5;0.5;0.2;0.5;1.1;2.7
422;Onyeka Okongwu;C;21;ATL;48;20.7;3.3;4.7;0;0;3.3;4.7;1.7;2.3;5.9;1.1;0.6;1.3;0.9;3.1;8.2
423;Isaac Okoro;SF;21;CLE;67;29.6;3.1;6.4;0.8;2.3;2.3;4.1;1.8;2.3;3;1.8;0.8;0.3;0.9;2.4;8.8
424;KZ Okpala;PF;22;MIA;21;11.6;1.4;3.3;0.4;1.2;1;2;0.4;0.5;2;0.7;0.2;0.3;0.2;1.2;3.7
425;Victor Oladipo;SG;29;MIA;8;21.6;4.4;9.1;1.9;4.5;2.5;4.6;1.8;2.4;2.9;3.5;0.6;0.1;2;1.6;12.4
426;Cameron Oliver;SF;25;ATL;2;21.5;5;7.5;0.5;1.5;4.5;6;1;1.5;3;1.5;0.5;0.5;0;2.5;11.5
427;Kelly Olynyk;C;30;DET;40;19.1;3.2;7.2;1;3;2.2;4.2;1.7;2.2;4.4;2.8;0.8;0.5;1.5;2.5;9.1
428;Eugene Omoruyi;SF;24;DAL;4;4.5;0.5;1.3;0.3;0.5;0.3;0.8;0.5;1;1.8;0.5;0;0;0;0.5;1.8
429;Miye Oni;SG;24;UTA;16;2.8;0.1;0.6;0.1;0.5;0.1;0.1;0;0.1;0.4;0.3;0;0;0.1;0.4;0.3
430;Cedi Osman;SF;26;CLE;66;22.2;3.7;8.7;1.9;5.4;1.8;3.2;1.3;2;2.2;2;0.8;0.2;1;1.9;10.7
431;Daniel Oturu;C;22;TOR;3;9;1;2;0;0.3;1;1.7;1;1.7;1.7;0;0;0.7;0;0.3;3
432;Kelly Oubre Jr.;SF;26;CHO;76;26.3;5.4;12.3;2.5;7.3;2.9;5;1.7;2.5;4;1.1;1;0.4;0.9;2.5;15
433;Jaysean Paige;PG;27;DET;1;7;0;3;0;2;0;1;0;0;1;1;0;0;1;2;0
434;Trayvon Palmer;SG;27;DET;1;17;0;1;0;0;0;1;0;0;2;0;0;0;1;2;0
435;Kevin Pangos;PG;29;CLE;24;6.9;0.6;1.9;0.3;1.1;0.4;0.8;0.1;0.2;0.5;1.3;0.1;0;0.3;0.5;1.6
436;Jabari Parker;PF;26;BOS;12;9.3;1.5;3.2;0.7;1.3;0.8;1.8;0.8;0.8;2.3;0.5;0.3;0.1;0.7;1.1;4.4
437;Eric Paschall;PF;25;UTA;58;12.7;2;4.1;0.7;1.9;1.3;2.2;1.1;1.5;1.8;0.6;0.2;0.1;0.5;0.9;5.8
438;Chris Paul;PG;36;PHO;65;32.9;5.6;11.3;1;3.1;4.6;8.3;2.6;3.1;4.4;10.8;1.9;0.3;2.4;2.1;14.7
439;Cameron Payne;PG;27;PHO;58;22;4.1;10.1;1.2;3.6;2.9;6.5;1.3;1.5;3;4.9;0.7;0.3;1.8;2.1;10.8
440;Elfrid Payton;PG;27;PHO;50;11;1.3;3.5;0.1;0.4;1.3;3.1;0.2;0.6;1.8;2;0.5;0.1;0.9;0.8;3
441;Gary Payton II;PG;29;GSW;71;17.6;3;4.8;0.6;1.7;2.4;3.2;0.5;0.8;3.5;0.9;1.4;0.3;0.6;1.8;7.1
442;Norvel Pelle;C;28;UTA;3;6.3;1;1.7;0;0;1;1.7;0;0;2;0;0;0.3;0.7;0.3;2
443;Reggie Perry;PF;21;TOT;10;18.7;4;7.9;0.3;1.6;3.7;6.3;0.9;1.5;4.7;1.2;0.9;0.6;1.1;3.3;9.2
443;Reggie Perry;PF;21;POR;9;19.7;4.3;8.7;0.3;1.8;4;6.9;1;1.7;5.1;1.3;1;0.7;1.2;3.3;10
443;Reggie Perry;PF;21;IND;1;10;1;1;0;0;1;1;0;0;1;0;0;0;0;3;2
444;Jamorko Pickett;PF;24;DET;13;13.5;1.4;3.8;1;3;0.4;0.8;0.1;0.2;2.5;0.5;0;0.5;0.4;0.9;3.8
445;Theo Pinson;SF;26;DAL;19;7.8;0.7;2.1;0.5;1.6;0.2;0.5;0.5;0.5;1.1;0.9;0.3;0.1;0.3;0.6;2.5
446;Mason Plumlee;C;31;CHO;73;24.6;2.8;4.4;0;0;2.8;4.4;0.9;2.3;7.7;3.1;0.8;0.7;1.4;3.1;6.5
447;Jakob Poeltl;C;26;SAS;68;29;6;9.8;0;0;6;9.7;1.4;2.8;9.3;2.8;0.7;1.7;1.6;3.1;13.5
448;Aleksej Pokusevski;PF;20;OKC;61;20.2;3;7.5;0.9;3.2;2.1;4.2;0.6;0.8;5.2;2.1;0.6;0.6;1.5;1.4;7.6
449;Yves Pons;SF;22;MEM;12;5.9;0.4;1.3;0.3;0.8;0.2;0.6;0;0.2;1;0.1;0.1;0.3;0.1;0.5;1.1
450;Jordan Poole;SG;22;GSW;76;30;6.2;13.9;2.8;7.6;3.5;6.3;3.2;3.5;3.4;4;0.8;0.3;2.5;2.7;18.5
451;Kevin Porter Jr.;PG;21;HOU;61;31.3;5.5;13.2;2.5;6.8;3;6.5;2;3.2;4.4;6.2;1.1;0.4;3.1;2.6;15.6
452;Michael Porter Jr.;SF;23;DEN;9;29.4;4.1;11.4;1.1;5.3;3;6.1;0.6;1;6.6;1.9;1.1;0.2;1.3;1.8;9.9
453;Otto Porter Jr.;PF;28;GSW;63;22.2;3.1;6.6;1.3;3.4;1.8;3.2;0.8;1;5.7;1.5;1.1;0.5;0.6;1.3;8.2
454;Bobby Portis;C;26;MIL;72;28.2;5.8;12.1;1.8;4.7;3.9;7.4;1.2;1.6;9.1;1.2;0.7;0.7;1.3;2.4;14.6
455;Kristaps Porzi??is;PF;26;TOT;51;29;6.9;15;1.5;4.9;5.4;10.1;4.9;5.6;8.1;2.3;0.7;1.6;1.6;2.7;20.2
455;Kristaps Porzi??is;PF;26;DAL;34;29.5;6.7;14.9;1.4;5.1;5.3;9.9;4.3;5;7.7;2;0.7;1.7;1.6;2.6;19.2
455;Kristaps Porzi??is;PF;26;WAS;17;28.2;7.2;15.2;1.7;4.6;5.5;10.6;5.9;6.8;8.8;2.9;0.7;1.5;1.6;2.9;22.1
456;Micah Potter;C;23;DET;3;10.3;1.7;3.7;0;0.7;1.7;3;0.7;0.7;3;0;0.3;0.3;0.3;1.3;4
457;Dwight Powell;C;30;DAL;82;21.9;3.3;4.9;0.2;0.5;3.1;4.4;2;2.6;4.9;1.2;0.5;0.5;0.8;2.7;8.7
458;Myles Powell;PG;24;PHI;11;4.7;0.5;1.5;0.1;0.5;0.4;1;0.2;0.2;0.5;0.3;0.1;0;0.3;0.7;1.2
459;Norman Powell;SF-SG;28;TOT;45;32.4;6.2;13.4;2.4;5.6;3.8;7.8;4.2;5.2;3.2;2.1;0.9;0.5;1.5;2.4;19
459;Norman Powell;SF;28;POR;40;33.3;6.2;13.6;2.3;5.7;3.9;7.8;4;5;3.3;2.1;1;0.4;1.6;2.3;18.7
459;Norman Powell;SG;28;LAC;5;25;6.4;12.6;2.6;4.8;3.8;7.8;6;7;2.8;2.8;0.4;0.8;1.4;2.8;21.4
460;Joshua Primo;SG;19;SAS;50;19.3;2;5.4;0.8;2.7;1.2;2.7;0.9;1.2;2.3;1.6;0.4;0.5;1.1;1.6;5.8
461;Taurean Prince;PF;27;MIN;69;17.1;2.6;5.7;1.2;3.3;1.3;2.3;0.9;1.2;2.5;1;0.7;0.3;0.8;1.7;7.3
462;Payton Pritchard;SG;24;BOS;71;14.1;2.3;5.3;1.4;3.5;0.8;1.8;0.3;0.3;1.9;2;0.4;0.1;0.6;0.9;6.2
463;Trevelin Queen;SG;24;HOU;10;7.4;1.5;3.3;0.9;2.4;0.6;0.9;0.4;0.4;1.6;0.4;0.5;0.1;0.7;0.6;4.3
464;Neemias Queta;C;22;SAC;14;8.6;1.2;2.7;0;0;1.2;2.7;0.8;1.2;2.2;0.4;0.1;0.6;0.4;1.3;3.2
465;Immanuel Quickley;PG;22;NYK;78;23.1;3.6;9.3;1.8;5.1;1.9;4.2;2.3;2.6;3.2;3.5;0.7;0;1.3;2.1;11.3
466;Jahmi'us Ramsey;SG;20;SAC;19;7.1;1.3;3.1;0.3;0.9;1;2.1;0.4;0.7;0.7;0.4;0.1;0.1;0.3;0.5;3.2
467;Julius Randle;PF;27;NYK;72;35.3;7.1;17.3;1.7;5.4;5.4;11.9;4.2;5.6;9.9;5.1;0.7;0.5;3.4;2.8;20.1
468;Austin Reaves;SG;23;LAL;61;23.2;2.4;5.2;0.9;2.7;1.5;2.5;1.6;1.9;3.2;1.8;0.5;0.3;0.7;1.4;7.3
469;Cam Reddish;SF;22;TOT;49;20.7;3.4;8.3;1.3;3.8;2;4.6;2.1;2.3;2.1;1;1;0.3;1.2;1.2;10.1
469;Cam Reddish;SF;22;ATL;34;23.4;4.1;10.1;1.7;4.5;2.4;5.6;2.1;2.4;2.5;1.1;1;0.3;1.3;1.3;11.9
469;Cam Reddish;SF;22;NYK;15;14.3;1.8;4.3;0.5;2.1;1.3;2.3;1.9;2.1;1.4;0.7;0.8;0.3;0.9;1;6.1
470;Davon Reed;SG;26;DEN;48;13.9;1.7;3.4;0.8;1.8;0.9;1.6;0.2;0.3;2.3;1.1;0.5;0.2;0.3;1.3;4.4
471;Paul Reed;C;22;PHI;38;7.9;1.4;2.5;0.1;0.2;1.4;2.3;0.2;0.4;2.4;0.4;0.9;0.4;0.3;1.5;3.1
472;Naz Reid;C;22;MIN;77;15.8;3;6.2;0.7;2.2;2.3;4;1.5;1.9;3.9;0.9;0.5;0.9;1.1;2.2;8.3
473;Nick Richards;C;24;CHO;50;7.3;1.2;1.8;0;0;1.2;1.8;0.6;0.9;1.7;0.3;0.2;0.4;0.5;1;3
474;Josh Richardson;SG;28;TOT;65;24.6;3.6;8.2;1.6;3.8;2;4.4;1.5;1.7;2.8;1.8;0.9;0.4;1;1.8;10.2
474;Josh Richardson;SG;28;BOS;44;24.7;3.5;7.8;1.4;3.5;2;4.3;1.4;1.6;2.8;1.5;0.8;0.5;0.9;1.9;9.7
474;Josh Richardson;SG;28;SAS;21;24.4;3.9;9.1;1.9;4.3;2;4.8;1.7;1.8;2.9;2.3;1;0.3;1.3;1.6;11.4
475;Austin Rivers;SG;29;DEN;67;22.1;2.2;5.2;1.2;3.4;1;1.8;0.5;0.7;1.7;1.3;0.8;0.1;0.8;1.8;6
476;Duncan Robinson;SG;27;MIA;79;25.9;3.7;9.2;2.9;7.9;0.7;1.3;0.6;0.8;2.6;1.6;0.5;0.2;0.8;2.5;10.9
477;Justin Robinson;PG;24;TOT;25;12.2;1.1;3.7;0.7;2.4;0.4;1.3;0.2;0.3;0.8;1.3;0.4;0;0.7;1.1;3.1
477;Justin Robinson;PG;24;MIL;17;11.6;1.1;3.4;0.6;2.2;0.5;1.2;0.1;0.1;0.8;1.2;0.5;0;0.6;1;2.8
477;Justin Robinson;PG;24;SAC;3;5;0.3;2.7;0;1;0.3;1.7;0;0;0.3;0.7;0;0;0.3;0.7;0.7
477;Justin Robinson;PG;24;DET;5;18.2;1.8;5.6;1.6;4.2;0.2;1.4;0.4;1.2;1.4;1.8;0.2;0.2;1;1.6;5.6
478;Mitchell Robinson;C;23;NYK;72;25.7;3.6;4.8;0;0;3.6;4.8;1.2;2.5;8.6;0.5;0.8;1.8;0.8;2.7;8.5
479;Jeremiah Robinson-Earl;C;21;OKC;49;22.2;2.7;6.6;1.2;3.4;1.6;3.2;0.8;1.1;5.6;1;0.6;0.3;0.8;1.5;7.5
480;Isaiah Roby;PF;23;OKC;45;21.1;3.7;7.2;1;2.2;2.7;5;1.7;2.6;4.8;1.6;0.8;0.8;1;2.4;10.1
481;Rajon Rondo;PG;35;TOT;39;17.9;1.7;4.5;0.8;2.3;0.9;2.3;0.5;0.7;2.8;4.4;0.8;0.2;1.7;1.4;4.8
481;Rajon Rondo;PG;35;LAL;18;16.1;1.3;3.9;0.4;1.7;0.8;2.3;0.1;0.1;2.7;3.7;0.7;0.3;1.9;1.4;3.1
481;Rajon Rondo;PG;35;CLE;21;19.4;2.1;5;1.1;2.8;1;2.2;0.9;1.1;2.8;4.9;0.9;0;1.6;1.5;6.2
482;Derrick Rose;PG;33;NYK;26;24.5;4.7;10.5;1.4;3.5;3.3;7;1.2;1.2;3;4;0.8;0.5;1.5;0.6;12
483;Terrence Ross;SG;30;ORL;63;23;3.5;8.8;1.2;4.2;2.3;4.6;1.8;2.1;2.6;1.8;0.4;0.2;1.2;1.1;10
484;Terry Rozier;SG;27;CHO;73;33.7;7.1;16;3;8.1;4.1;7.9;2.1;2.4;4.3;4.5;1.3;0.3;1.3;1.6;19.3
485;Ricky Rubio;PG;31;CLE;34;28.5;4.4;12.1;1.7;5.1;2.6;7;2.6;3;4.1;6.6;1.4;0.2;2.6;2.2;13.1
486;D'Angelo Russell;PG;25;MIN;65;32;6.2;15;2.7;8;3.5;7;3;3.7;3.3;7.1;1;0.3;2.5;2;18.1
487;Matt Ryan;SF;24;BOS;1;5;1;5;1;5;0;0;0;0;0;0;1;0;0;0;3
488;Domantas Sabonis;C-PF;25;TOT;62;34.5;7.1;12.5;0.6;2;6.5;10.5;4;5.4;12.1;5.2;1;0.4;3.1;3.3;18.9
488;Domantas Sabonis;C;25;IND;47;34.7;7;12.1;0.7;2.3;6.3;9.9;4.1;5.5;12.1;5;1;0.5;3;3.1;18.9
488;Domantas Sabonis;PF;25;SAC;15;33.6;7.5;13.5;0.3;1.1;7.2;12.3;3.7;4.9;12.3;5.8;0.9;0.3;3.5;3.8;18.9
489;Olivier Sarr;C;22;OKC;22;19.1;2.6;4.6;0.6;1.3;2;3.3;1.1;1.3;4.2;0.9;0.3;0.7;1;2.4;7
490;Tomáš Satoransk?;SG;30;TOT;55;16.5;1.3;3.5;0.2;1;1.1;2.5;0.8;1;2.3;3.3;0.5;0.1;0.8;1.3;3.6
490;Tomáš Satoransk?;SG;30;NOP;32;15;1;3.3;0.2;1;0.8;2.4;0.6;0.8;2;2.4;0.4;0;0.7;1;2.8
490;Tomáš Satoransk?;SG;30;SAS;1;9;0;0;0;0;0;0;3;4;1;0;0;0;0;0;3
490;Tomáš Satoransk?;SG;30;WAS;22;18.9;1.8;3.8;0.3;1;1.5;2.8;1;1.1;2.8;4.9;0.7;0.2;1;1.7;4.9
491;Jordan Schakel;SG;23;WAS;4;7.5;0.3;2.8;0.3;1.5;0;1.3;0.5;0.5;2;0;0.3;0;0.3;0;1.3
492;Admiral Schofield;SF;24;ORL;38;12.3;1.4;3.4;0.7;2.1;0.7;1.3;0.3;0.4;2.3;0.7;0.1;0.1;0.6;1.5;3.8
493;Dennis Schröder;SG-PG;28;TOT;64;28.7;4.9;11.3;1.3;3.9;3.5;7.4;2.5;2.9;3.3;4.6;0.8;0.1;2.2;2.4;13.5
493;Dennis Schröder;SG;28;BOS;49;29.2;5.2;11.9;1.4;3.9;3.9;8;2.5;3;3.3;4.2;0.8;0.1;2.1;2.4;14.4
493;Dennis Schröder;PG;28;HOU;15;26.9;3.7;9.3;1.3;3.9;2.4;5.5;2.3;2.6;3.3;5.9;0.8;0.2;2.6;2.5;10.9
494;Tre Scott;SF;25;CLE;2;5.5;1.5;3;0;0.5;1.5;2.5;0;0;1;0;0.5;0.5;0;1;3
495;Jay Scrubb;SG;21;LAC;18;6.7;1;2.6;0.3;1.2;0.7;1.4;0.4;0.6;0.9;0.4;0.2;0.2;0.4;0.5;2.7
496;Wayne Selden;SG;27;NYK;3;6.3;0.3;1.3;0.3;0.7;0;0.7;0.7;1.3;0.3;0.3;0;0;0;0.3;1.7
497;Alperen Þengün;C;19;HOU;72;20.7;3.5;7.3;0.4;1.6;3.1;5.7;2.3;3.2;5.5;2.6;0.8;0.9;2;3;9.6
498;Collin Sexton;SG;23;CLE;11;28.7;6.2;13.7;1;4.1;5.2;9.6;2.6;3.5;3.3;2.1;0.9;0;2.8;2.3;16
499;Landry Shamet;SG;24;PHO;69;20.8;2.8;7;1.8;4.8;1;2.2;1;1.2;1.8;1.6;0.4;0.1;0.6;1.3;8.3
500;Day'Ron Sharpe;PF;20;BRK;32;12.2;2.7;4.7;0.1;0.2;2.6;4.4;0.8;1.3;5;0.5;0.3;0.5;0.9;1.9;6.2
501;Pascal Siakam;PF;27;TOR;68;37.9;8.8;17.8;1.1;3.2;7.7;14.5;4.2;5.6;8.5;5.3;1.3;0.6;2.7;3.3;22.8
502;Chris Silva;PF;25;TOT;10;9.1;0.8;1.5;0;0;0.8;1.5;1;1.2;3.6;0.7;0;0.1;0.8;2;2.6
502;Chris Silva;PF;25;MIN;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
502;Chris Silva;PF;25;MIA;9;9.8;0.9;1.7;0;0;0.9;1.7;1.1;1.3;3.9;0.8;0;0.1;0.9;2.2;2.9
503;Marko Simonovic;C;22;CHI;9;3.9;0.4;1.7;0.1;0.6;0.3;1.1;0.9;1.2;1.1;0;0.1;0.1;0.2;0.7;1.9
504;Anfernee Simons;SG;22;POR;57;29.5;6.2;14;3.1;7.8;3.1;6.2;1.8;2;2.6;3.9;0.5;0.1;2;1.9;17.3
505;Zavier Simpson;PG;24;OKC;4;43.5;4.8;13;0.3;2;4.5;11;1.3;1.3;5.3;7.5;1.3;1;2.5;3.8;11
506;Jericho Sims;PF;23;NYK;41;13.5;1;1.3;0;0;1;1.3;0.3;0.7;4.1;0.5;0.3;0.5;0.5;1.6;2.2
507;Deividas Sirvydis;SG;21;DET;3;9;0.3;3.3;0.3;2.3;0;1;0;0;2;0.3;1;0.3;0;1.3;1
508;Javonte Smart;PG;22;TOT;17;11.8;1.1;3.5;0.5;1.6;0.6;1.9;0.3;0.4;1.4;0.9;0.4;0.2;0.6;0.7;3
508;Javonte Smart;PG;22;MIL;13;12.3;0.8;3.3;0.3;1.4;0.5;1.9;0.4;0.5;1.5;1.1;0.3;0.2;0.7;0.8;2.4
508;Javonte Smart;PG;22;MIA;4;10;2;4.3;1;2.3;1;2;0;0;1.3;0.5;0.5;0.3;0.5;0.3;5
509;Marcus Smart;PG;27;BOS;71;32.3;4.2;10.1;1.7;5.1;2.5;5;2;2.5;3.8;5.9;1.7;0.3;2.2;2.3;12.1
510;Dennis Smith Jr.;PG;24;POR;37;17.2;2.1;5.1;0.2;0.7;2;4.4;1.1;1.7;2.4;3.6;1.2;0.3;1.4;1.4;5.6
511;Ish Smith;PG;33;TOT;65;17.3;2.8;6.6;0.4;1;2.5;5.6;0.2;0.4;2.2;3.8;0.7;0.4;1.2;1.2;6.3
511;Ish Smith;PG;33;CHO;37;13.8;2;5;0.3;0.7;1.7;4.3;0.3;0.5;1.5;2.6;0.5;0.3;1;0.9;4.5
511;Ish Smith;PG;33;WAS;28;22;4;8.8;0.5;1.5;3.5;7.3;0.1;0.2;3;5.2;1;0.5;1.5;1.6;8.6
512;Jalen Smith;PF;21;TOT;51;18.1;3.5;6.9;0.8;2.4;2.7;4.5;1.5;2;6;0.5;0.3;0.8;0.8;1.9;9.2
512;Jalen Smith;PF;21;PHO;29;13.2;2.2;4.7;0.3;1.3;1.9;3.4;1.4;1.8;4.8;0.2;0.2;0.6;0.8;1.8;6
